,uid,scenario,label
6419,9904,cutting contact with my friend of 10+ years over his vindictive actions when I was going through a rough patch,-1
6420,9900,not going to a viewing,0
6421,9906,annoying my brother to clean his car,-1
6422,9907,reaching out to a friend I confessed feelings for,-1
6423,9899,making fun of someone else's dead family member,-1
6424,9898,not giving my mother my back pay,-1
6425,9903,doing a sort of silent treatment to my gf,-1
6426,9902,refusing to borrow my brother money to help a friend,-1
6427,10903,being really upset at my mom for taking money from me? did I overreact,-1
6428,10902,telling my bf he's made mistakes before in softball,0
6429,10901,refusing to re-join the what'sapp group my father create for his side of the family,-1
6430,10898,not giving up my seat to a parent on the train,-1
6431,14614,I'm balding at the age of 19 and I'm completely devastated.,0
6432,14611,I genuinely despise some of my friends back home,-1
6433,14608,I miss my ex's dog more than I miss my ex,-1
6434,14602,"My mom per swayed me to brake up with my girlfriend, and end my relationship with my best friend.",-1
6435,14610,I'm a vandal against graves of the dead.,-1
6436,14605,Out of sight out of mind when I'm in a relationship,-1
6437,14599,"I'll be turning 30 this year, and I still self harm.",0
6438,14606,I accidently told a blind man to go the complete different way than he asked me,0
6439,11679,"A friend of mine has cut contact with everyone, including family, and my heart breaks for her.",1
6440,11686,I love my boyfriend but in the end I hope he suffers because he is another toxic white male,-1
6441,11680,I love embalming animals.,-1
6442,11685,I use Slader when doing my Precalculus homework,0
6443,11362,I'm scared to confess to the love of my life.,0
6444,11350,I'm pretty sure i'm an alcoholic... and i don't really care.,-1
6445,11351,"I witnessed a psychiatrist swearing at and name calling a patient, I was shocked and told my coordinator. Going to work is miserable now... I kind of wish I had kept my mouth shut.",1
6446,11364,"If it were up to me, I would ban love because it hurts so much.",-1
6447,11355,I’m still with my boyfriend who I was previously in an abusive relationship with,0
6448,11354,I feel the sense of non love in my relationship.,0
6449,11353,Trying to feel okay doing the most for my best friend,1
6450,9859,I got marrying against my dad's wishes,-1
6451,9862,disobeying in-laws,-1
6452,9860,not co-operating with my mom when she refuses to help,-1
6453,9861,finding a replacement for me and not my friend,-1
6454,9864,telling my mom how I really feel about her boyfriend,1
6455,9866,not allowing my friend to stay with me so he can go to school,-1
6456,9868,snapping at my fiancée,-1
6457,9869,not wanting to participate in Christmas,-1
6458,10537,being kind of happy that my job is on a firing-spree and I'm watching people who I don't like lose their job,-1
6459,10526,being kind of stict on how to pronounce my name,0
6460,10538,bringing up not volunteering to little league coach,1
6461,10534,hurting my mom's feelings,-1
6462,10533,getting mad at my boyfriend for getting drunk,1
6463,10532,cutting ties with my friend for feeling like he used me,1
6464,10525,intentionally trying to keep my mutual friends apart,-1
6465,10531,being mad at my parents for letting my 2 year old sister damage my computer on their watch,1
6466,12317,I love Iggy Azalea,0
6467,12330,I refuse to socialize and be seen in public anymore after gaining weight,-1
6468,9202,not wanting to talk to my mother,-1
6469,9199,not remembering plans with my mother,-1
6470,9201,telling my mom I won't be going home for Christmas,-1
6471,9205,telling my mom how much I hate being a girl everyday,-1
6472,9208,taking my son to a homeless shelter because he wouldn't get a job,-1
6473,9197,threatening to breakup with my girlfriend of 4 years because she will not tell her parents about me,-1
6474,9200,"asking for a gift from my brother, for organizing and dealing with insurance and appointment scheduling for his health condition",0
6475,9204,being upset whenever my wife talks to her ex-boyfriend,-1
6476,13864,I'm only 24 and I'm an alcoholic.,-1
6477,13867,I love the feeling of ignoring and rejecting my ex that lead me on and dumped me.,-1
6478,13858,"I just can't get into GOT, and worse, I hold people who like or love it highly suspect.",-1
6479,13862,Considering ending a month relationshio with my boyfriend but don't want to loose the friendship,-1
6480,13861,I tasted a one-night-stand's breast milk and loved it.,0
6481,13865,My mom likes my brother more,-1
6482,13857,I’m obsessed with a French rap song. I don’t speak French.,0
6483,13869,I cannot stop obsessing over white girls.,0
6484,14223,I love it when girls have messy hair and wear comfortable cloths that almost resemble pajamas,0
6485,14226,I love her. I missed my window.,0
6486,14224,I lost my virginity although my parents are Christian,-1
6487,14225,i quit my job after 7 years...,-1
6488,14228,I helped create the mind controlling Fluoride that is in the American water supply.,-1
6489,14222,Always knew I'd love it,1
6490,14229,I enjoyed falling in love more than I enjoy being in love,-1
6491,14221,I’m bi and could have possibly saved someone’s life had I come out sooner.,0
6492,12368,I’m 20 years old and I completely gave up on love.,-1
6493,12376,Im not as strong as people think i am,0
6494,12380,Forgive me father for I have sinned...,1
6495,12374,I'm in love but...,0
6496,12382,I am secretly in love with my wife's sister.,-1
6497,12372,I don’t sleep unless I imagine myself falling from the sky,-1
6498,12370,I have really bad health anxiety and dont know how to control it. Ive also been diagnosed with Generalized Anxiety Disorder...,-1
6499,12379,I think I might be a psychopath,-1
6500,11562,I love it when people say they they f*cked my mom,-1
6501,11563,Help me get over this please,0
6502,11564,"I’m can’t tell anyone, but I’m in love for the first time",0
6503,11569,Books gave me an unrealistic expectation of love,0
6504,11565,I'm in love with someone else. Her name is Tammy.,-1
6505,11567,"Touch me in the dark, put your hands all over my body parts!",-1
6506,11566,I've been having homicidal thoughts,-1
6507,11568,I'm jealous of my dead brother.,-1
6508,8935,cutting ties with a girl at work who told me she was in love with me,-1
6509,8938,removing my mother from my life,-1
6510,8940,not wanting my wife to leave me alone with our kids 2-4 nights per week,-1
6511,8936,telling my sister to waive her parental rights,0
6512,8941,wishing that all people who get behind the wheel or under the influence of any kind of drugs or narcotics would actually die while driving so that they don't ever risk hurting another innocent person,-1
6513,8937,not breaking up with my boyfriend although it makes my best friend feel really bad,-1
6514,8931,not hanging out with an old friend because I don't like how she handled a breakup,-1
6515,8932,wanting my parents to get me a new fish tank,0
6516,9006,expecting my boyfriend's parents to help me pay for a trip,-1
6517,9003,making my mom cry over a $50 gift card,-1
6518,9005,expecting to receive the insurance payout for my truck from my parents,1
6519,9004,not giving back my neighbour's ball after they kick it over the fence,-1
6520,9002,quitting my temp job filling in for a woman on maternity leaving when the the place is already understaffed,-1
6521,9007,not participating in company activities,-1
6522,9009,being angry that my mom woke me up early,-1
6523,9008,calling the police on a mom at the park because she left her toddler alone for a long time,1
6524,11007,I’m scared to do things and I hide all the time from new experiences,-1
6525,11008,I threw away a 9 year friendship for a girl who I realize now doesn’t care about me,-1
6526,11011,This person messaged me and I need your help,0
6527,11019,I just realized I am a child with no business in this adult world,0
6528,11015,I live vicariously through my son to get my parents' approval,-1
6529,11016,I watched a woman get molested in front of me and didn't do anything.,-1
6530,11072,I laughed at work when this fat lady using our motorized shopping cart got stuck in the doorway and starting crying.,-1
6531,11078,"I must relax, but I can't.",0
6532,11074,I'm falling in love,0
6533,11070,I'm pretty sure I'm missing a fundamental aspect of humanity,0
6534,11077,Been having a hard time coping with NZ shooting,0
6535,11069,I'm a young man and I love 'The Bold Type' ... It helps me feel empowered,0
6536,11075,I solved problems for drug trafficking .,1
6537,11076,My Self Esteem is totally Tanked,-1
6538,10236,just going for world travel (undefined timeline) and stopping taking care of all the admin/financial aspects of my mom,-1
6539,10232,bagging dog food together with human food,0
6540,10239,not opening the door in an emergency situation,-1
6541,10238,being ungrateful to my mother,-1
6542,10245,ghosting someone who is homeless,-1
6543,11166,I don’t know if I had an eating disorder or not,0
6544,11170,I get extreme satisfaction from sponges,0
6545,11161,I am losing faith in human companionship,-1
6546,11164,I've never really told anyone this but I joined the police force to shoot things,-1
6547,13972,I destroyed my families beehive,-1
6548,13978,"I feel like at a certain point, I've become so broken by my quest to have a baby that I won't be a good mother anymore",-1
6549,13974,I had an abortion and I feel great,-1
6550,11124,I can't handle it anymore,0
6551,11129,I think I may be a sociopath,-1
6552,11117,I don’t tell my wife when I have major panic attacks,1
6553,11119,"I love smoking the devil’s lettuce and having a couple of drinks. I don’t do it very often, but when I do, I love it and have zero regrets.",-1
6554,11118,My life is awful,-1
6555,11120,I've cut out energy drinks for a few weeks but it's affected my life,0
6556,11126,All I want to do is be high off something 100% of the time.,0
6557,11127,This is for the girl I love. The only girl that a man could dream of.,1
6558,13148,I am finding it increasingly difficult to care.,-1
6559,13151,"I go to a therapist just so I can lie to her, I made up an entire fake life story full of fake problems and she wastes her time helping me with them",-1
6560,13145,I am about to ghost you forever because I love you.,-1
6561,13147,i fantasize about offing myself to spite my parents,-1
6562,13155,Today I helped an old lady carry her bags home while going home from school.,1
6563,13266,I love sitting on white men’s faces,-1
6564,13272,I don't know how to love or probably am not capable of loving,-1
6565,13268,I can't help change my love for one girl,0
6566,13267,I slept with my best friend,0
6567,13269,I’m in love with someone who isn’t my boyfriend,0
6568,13273,I am a guy and I like twerking.,0
6569,13271,I'm not sure if I love my sister or if I just deal with her.,-1
6570,13274,I watched the Emoji Movie unironically. And loved it.,0
6571,12569,I decided not to celebrate Father's Day because my mother lost her father just 2 months ago so I don't want her to feel sad.,1
6572,12575,My current GF cheated on her old BF with me before they broke up,-1
6573,12570,I don't think I love my mom,-1
6574,12572,I cheat on my girlfriend and I cant stop,-1
6575,12576,Just emptied my coin collection for rent money,1
6576,12566,I am afraid my family knows I'm bulimic,0
6577,12573,All my friends are super toxic people.,0
6578,12574,I write college essays for Chinese immigrant students.,1
6579,11548,I gave a girl on Instagram some money,1
6580,11547,Is It Really Prudent To Ignore Culture When Discussing Immigration?,-1
6581,11544,My mind gives me terrible thoughts,0
6582,11543,Married to a woman I love but I'm a closeted gayml man.,-1
6583,11545,I have racist thoughts but I don’t want to,-1
6584,11546,I've been in love with a fictional character for years,1
6585,11551,"My job has made me realize how truely introverted I actually am, and I'm concerned that I come across as rude or antisocial.",1
6586,11549,I’m sick and tired of being lonely. I just want someone to be happy with. Help,1
6587,12165,It is Valentines Day and I love my girlfriend,1
6588,12166,I let people fall in love with me because I like the attention.,-1
6589,12171,Losing faith in relationships,-1
6590,12168,"I knew my best friend's girlfriend was going to break up with him over a month in advance, and i did nothing.",-1
6591,13421,I lied about my entire life to a girl I was dating. And now we’re married.,-1
6592,13423,I’m tired of being me.,-1
6593,13422,I feel like a dead man,0
6594,13416,I'm nothing but the other man.,0
6595,13415,This weekend a guy I haven’t spoken too in years tried to get me to help him cheat on his wife.,-1
6596,13424,I haven't experienced human touch in over 10 years,0
6597,13420,"After divorce, I want to foster",1
6598,13414,i’m kinda living a big lie to my parents,-1
6599,8911,telling my husband he needs to save his money better,0
6600,8917,not using the concert tickets my parents got me for my birthday even if I'm willing to give them back the money they spent,-1
6601,8913,pointing out a safety hazard to a client,1
6602,8912,getting angry at my angry dad due to me not going to school to do a project,-1
6603,8909,not wanting to do my wife's chores,-1
6604,8916,telling my parents they need to help clean the house,-1
6605,8915,calling my mom selfish a week before Thanksgiving,-1
6606,8914,not wanting to go to my 96 year old neighbor's funeral,-1
6607,9699,asking my dad to not study with me,-1
6608,9705,not wanting neither helping my brother getting a motorcycle,-1
6609,9698,doing someone else's work and letting them get away with it,1
6610,9701,thinking my classmate has a mental illness,0
6611,9704,not caring about my parent's weddings,-1
6612,9700,inviting a boy to prom that I'm not interested in dating,-1
6613,9702,ghosting my unstable friend for 5 years,-1
6614,9703,adopting more cats,1
6615,12517,I hate my religion but my parents doesn't want me to leave *warning it's long*,-1
6616,12515,My wife's boyfriend opens my soylent bottles for me because the lids are closed to tight,1
6617,12509,I was in a relationship with a girl I met online and I never told my family about it and never will,-1
6618,12510,Im lonley and trying to figure out who I like best between 3 girls.,0
6619,12506,I have no idea how to get a girl,0
6620,12516,"Remembering to love our partners, the way they love our crazy",0
6621,12505,I’m in love with a 17 year old,0
6622,12503,I cheated on my wife and don't feel bad about it.,-1
6623,9697,refusing to give my friend the answers because she won't get the textbook,-1
6624,9689,planning to end my friendship with my friend who is getting too religious,-1
6625,9687,getting my mom to get my gay coworker to stop hitting on me,-1
6626,9696,refusing to help my half-sibling live a better life,-1
6627,9690,ignoring my ex after she fakes cancer,-1
6628,9691,not wanting to be in my friend's wedding party,-1
6629,9694,not getting along with my Step-Mother,-1
6630,11713,I sleep a lot better when next to my parents,1
6631,11710,I’m still in love with my ex after 3 months of being apart.,0
6632,11720,I love the taste of raw pork.,0
6633,11717,I realize that I don't love myself,-1
6634,11719,I don’t want to tell my parents the truth why I drank myself unconcious.,-1
6635,11716,"I believe I caused a kid to be a potential school shooter, and im terrified.",-1
6636,11714,I’ll never use my moms bathroom again,0
6637,11711,It’s a struggle to just keep living.,-1
6638,13351,I finally told my parents about my struggle with depression,1
6639,13352,I love my boyfriend but....,0
6640,13355,Had a 3sum with two trans girls last night. I consider myself straight.,1
6641,13350,I wish my parents would get a divorce,-1
6642,13357,I hate Fortnite and my 9 year old has no idea,1
6643,13353,I'm about to study in Japan and I'm horrified I'll have to sit in class with cringey weebs.,-1
6644,13356,"I can't find myself, I m failing the college, disappointing my parents, I wish I was never born.",-1
6645,13354,"I am a bad father, I am a bad partner",-1
6646,13238,"Married for 12 years, but I still think about my first love.",-1
6647,13230,I lurk and sometimes comment in a trans only sub,0
6648,13231,I keep having flashbacks to being woken up by someone who's not my parents when I was four,0
6649,13235,I hate my father!,-1
6650,13236,I am a total predator and worry I might cross the line AND get caught,-1
6651,13234,BE NICE TO SERVERS,1
6652,13232,I hate when parents try to force their kids to go to church if they don't want to.,-1
6653,13233,I look up TotalBiscuit every few weeks just to see how bad the cancer is getting,0
6654,10788,refusing to offer my English student some advice,-1
6655,10791,"deleting my fathers facebook page, after he passed less than 2 months ago",-1
6656,10784,cutting contact with my mother,-1
6657,10792,not forgiving this girl,-1
6658,10787,not wanting to help him,-1
6659,10789,holding onto things my partner has said,-1
6660,10790,"cutting off my good friend of 3 years, who has admitted his romantic feelings for me, because I've started seeing someone",-1
6661,10786,wanting to break up with my girlfriend for mental health issues,-1
6662,14119,I miss my aunt.,1
6663,12240,my mother is addicted,-1
6664,12242,I love to make myself itchy then scratch it off,-1
6665,12248,I can't stop cheating on the woman im currently with,-1
6666,12239,I’m afraid of myself,-1
6667,12241,How do I tell my mom I need therapy?,0
6668,12246,I hide in my car when I get home,-1
6669,12243,I hate my parents but I also love them,-1
6670,12885,I feel ashamed of my culture because of my ex,-1
6671,12884,"Considering divorce, want long-term FWB relationship with male bff instead",-1
6672,12879,"If I had the courage, I would tell you I don’t love you anymore.",-1
6673,12876,My grandpa is dying. He dosnt know who I am anymore but he held my hand so hard today like he didn't want to let go because I think part of him remembers. I can't stop crying and I don't know how to deal. Everyone else seems to be coping and i dont know how.,1
6674,12888,I love my cat,1
6675,12886,I strongly dislike parts of my own language and people,-1
6676,12878,I tell everybody everything is alright and I'm super happy,-1
6677,12881,I LOVE to the taste of Bayer's multi-vitamin supplement,0
6678,11892,I’m in a loving relationship but I’m hot for the VP of my department...it’s bad.,-1
6679,11900,I looked at a few guy today and I cried.,-1
6680,11903,I performed post-mortem care for the first time on someone I loved and I was shaking and crying the entire way through it.,-1
6681,11904,I still dont know my best friends parents name,-1
6682,11896,I only found out very recently what “FTW” meant.,0
6683,11897,I've had 4 existential crises in the span of 3 years even though I am not done high school yet,0
6684,11902,When my wife is watching her recorded soaps and I fast forward the adsI purposely go to far too get them over and done with quicker.,-1
6685,11894,I'm scared of reality and don't want to deal with life without hiding behind something.,0
6686,9624,saying my dad wasn't there for me,-1
6687,9620,feeling bitter toward my mother for claiming that losing an infant child is worse/more painful than losing an older child,-1
6688,9621,being harsh about ending a friendship with a coworker,-1
6689,9619,not breaking up with my girlfriend,0
6690,9618,withdrawing my offer of plane tickets from my parents,-1
6691,9623,telling my mom to stop bringing her friend over to have sex with him and have sex with him again in the morning,-1
6692,9340,not wanting to babysit my niece,-1
6693,9343,being annoyed at my girlfriend pulling faces,-1
6694,9347,not being super receptive to emotion right now,-1
6695,9574,being offended after my apology to someone was rejected,-1
6696,9577,being genuinely unhappy about adults drinking around children,1
6697,9571,not wanting to help a half sibling out financially,-1
6698,9572,being cold towards my dad,-1
6699,10062,expecting my father to spend more time at home,-1
6700,10060,refusing to let my mom in the delivery room,1
6701,10067,not wanting to help my pregnant sister after she gives birth,-1
6702,10064,talking with friends about a common friend groping me,-1
6703,10065,not wanting to wake back up to help my brother with homework he knew he had all night,-1
6704,10061,getting mad at my mom for having a fuck buddy,-1
6705,10066,telling my partners family about his substance abuse/addiction,-1
6706,10063,whipping out my phone to film angry man following us,0
6707,10118,leaving my mother with her abuser,-1
6708,10131,not wanting to eat dinner with my parents and their friends,-1
6709,10117,picking sides between my separated parents,-1
6710,10129,telling my sister to pull herself together after our grandfathers death,-1
6711,10122,not giving someone the opportunity to save a friendship I thought was long gone,-1
6712,13206,I went through my parent's messages and saw things I wasn't expecting,-1
6713,13209,I ate a shroom sandwich.,0
6714,13212,I try to look for the most insanely weird or sick confessions on here.,-1
6715,13208,My history of torturing animals.,-1
6716,13207,I ruined my friendship with a person who treated me with kindness,-1
6717,12939,I feel empty inside!,0
6718,12932,I think I found a lump,0
6719,12930,I love watching videos of women getting beheaded or dismembered,-1
6720,12937,I've lived a life fulfilling expectations so long I don't know who I am,0
6721,14181,I haven't told my parents i might move,-1
6722,14184,I cry when I come,0
6723,14177,I just don't love my dad at all,-1
6724,14188,I hate myself so much,-1
6725,14189,I'm losing love for my parents.,-1
6726,14186,My parents put our dog down and I feel it was my fault,1
6727,14187,I think it’s addiction.,-1
6728,14191,"Everyone I know abused me, I have no one...literally.",0
6729,13584,I don't feel good,0
6730,13581,Lowest point in the happiest place on earth.,-1
6731,13582,I'm thinking of ending my life because I cant stop,-1
6732,13583,I think I fell in love today. And it's awesome.,1
6733,13592,I need help very fast,0
6734,13589,"I hate my mother, she bullied me since I was a young child.",-1
6735,13586,I've been lying to my dad about being financially liquid for the last 6 months,-1
6736,13585,I Fall for People too Quickly,-1
6737,9082,wanting to tell my partner's parents I'm trans,-1
6738,9083,not being supportive to my parents while they go through a separation,-1
6739,14429,I hate people that care more about cats and dogs than they do for children that need help,-1
6740,14427,I don’t think I can love anyone.,-1
6741,14430,Just something I needed off my chest,0
6742,14432,I think I'm a psychopath.,-1
6743,14426,"I love to sing, but I have never sung in person to anyone before.",0
6744,14433,I can't fall asleep without hugging or cuddling something...,0
6745,14435,CAN SOMEONE HELP? THIS IS URGENT!,0
6746,14428,I've been living with another woman behind my girlfriend's back,-1
6747,12826,Tired of being his crutch,0
6748,12825,Sometimes i just turn on the shower and sit for hours just thinking about my depressing life.,0
6749,12823,I fell in love with an angel,0
6750,12822,Kissed a girl for the first time and it's overrated.,0
6751,12830,Nobody knows how severe my depression is.,0
6752,12829,"If I get a birthday card from my dad this year, I'll reconnect with him.",1
6753,12832,I love my girlfriend more than I love myself.,0
6754,12827,I can’t stand it when people I love yell or are aggressive because it brings back bad memories,0
6755,13786,I don’t know what to think of myself anymore,0
6756,13796,I think I legit hate men. And I don’t think I could love my own hypothetical child if he was a boy.,-1
6757,13790,I think cats look cuter than human babies,0
6758,13787,While I was in 4th grade I got back at my bully by secretly eating his lunch,0
6759,13793,"I started a business with a friend, and now I feel like the business is eclipsing the friendship",1
6760,13785,I love bath gels that smell special,0
6761,13788,I want vicarious friendships.,-1
6762,13795,I Just Need Someone To Tell Me Im Doing Ok....,0
6763,13835,I drowned my aunt's cat in her sink.,-1
6764,13836,I secretly judge parents who have overweight kids,-1
6765,13841,My friend and I told the school a kid was suicidal,1
6766,13838,I love the smell of mothballs.,0
6767,13833,i lie to my father about where i go on weekends since he thinks he holds the right to dictate how i spend my free time.,-1
6768,13837,When you feel you’re all alone,0
6769,13844,I hope my boyfriend's dog dies so he is sad,-1
6770,8987,not pumping my lady friend's gas for her,-1
6771,8990,not feeling sympathy for a friend who recently became homeless,-1
6772,8986,leeching off of my friends science project,-1
6773,8989,talking to a guy who asked out my sister,0
6774,8992,abandoning my friend,-1
6775,10467,wanting to back down from an unbalanced friendship,0
6776,10466,getting angry at my dad for eating my dinner,-1
6777,10475,"telling my single, female neighbor not to ask me for help anymore",-1
6778,10469,getting tired of taking care of my wife,-1
6779,10468,not wanting to give my phone number to a national chain tire store where I'm having a slow leak patched,0
6780,10464,not taking major decisions on my parent's money,0
6781,10472,not inviting my best friend to my party because I know he will get drunk and make himself an extra responsibility for me during the whole night,-1
6782,10473,taking my dad's side in an argument with a shop clerk,1
6783,13368,Got a stomach virus and it made me have some WILD hallucinations!,0
6784,13362,"I rank every person I meet on a hierarchy ranging from human to subhuman, based on height and race",-1
6785,10014,feeling no remorse or sympathy towards a depressed and (maybe) suicidal girl who cheated on my best friend three times,-1
6786,10018,refusing a ride from my mom,-1
6787,10027,telling my dad to eat healthier or refuse to let him eat candy,1
6788,10028,confronting a friend and letting the friendship end,-1
6789,10011,cussing out my mom for going through my things,-1
6790,10013,asking my parents to help me pay rent whilst I housesit for them,-1
6791,13664,I use inspect element to change text on websites to prove I'm right to my parents when I'm wrong.,-1
6792,13658,I ghosted a girl I actually loved and I believe it's one of the worst things I've done,-1
6793,13659,My older sister has a drug addiction,-1
6794,13652,I used to make fun of the Mexican kids who couldn't speak Spanish while being a half-Filipino kid who couldn't understand Tagalog or Ilocano,-1
6795,13667,My mom caught me doing stuff with our goats,-1
6796,13657,When did you realise you were at rock bottom in your life?,-1
6797,13656,I have extreme jealousy issues and love it when my friends fail,-1
6798,13668,I think I'm being verbally abusive to my boyfriend,-1
6799,14010,smoking my parents money,-1
6800,14011,"I threw away a 26 year friendship, and I don't really care.",-1
6801,14020,I hate Samsung phones,0
6802,14017,"I love pinching and rubbing my eyelashes to accidentally-on-purpose pull them out and roll them between my fingers, relishing the feeling of thick and strong hair.",0
6803,14015,My social anxiety is keeping me from calling a therapist to deal with the problem,-1
6804,14009,I'm in the middle of the woods not heading anywhere,0
6805,14340,I threw the love of my life away,-1
6806,14343,"I could work 5 days a week at my job, but I only work 2 days a week so that my mom has no reason to make me move out, and I can play more video games haha",-1
6807,14338,Univ. student and hating coming back to my parents over break.,-1
6808,14342,I think I have OCD,0
6809,14336,I love putting down people from Central America and Brazil who try to pass for being European,-1
6810,14341,"When my dad was having a heart attack, i refused to pray for him.",-1
6811,11466,One of my first loves was a fictional one.,1
6812,11463,I've honestly hit the lowest point. Ever and I can't tell anyone,-1
6813,11467,I've secretly had an addiction for 6 monnts,-1
6814,14444,I love somebody else.,0
6815,14436,I’m in love with my cousin,-1
6816,14442,Idk if regret turning her down,-1
6817,14443,I still haven't paid the $10 office NCAA pool,0
6818,14440,Ridiculously confused when I shouldn't be ugh...,-1
6819,14441,I would love to date an atheist jewish woman.,-1
6820,14446,The love of my life left me tonight.,0
6821,14437,I'm in love with one of my best friends. WARNING: Very long.,0
6822,12713,Secrets from my ex,0
6823,12715,I will aggressively compliment someone when they are rude to me.,-1
6824,12711,"I don't know if it's my depression or something else, but I really don't care for the 4th.",-1
6825,9892,not helping a friend with class,-1
6826,9895,ending a close friendship,-1
6827,9896,becoming closer with my friend's brother than my friend over the past year,0
6828,9897,calling my dad disgusting after he found a new girlfriend a month after my mom's death,0
6829,9893,refusing to see my critically ill grandmother,-1
6830,9891,refusing to help clean,-1
6831,9894,being upset when my school allowed students and teachers around toxic gas,1
6832,9890,making my mum cry,-1
6833,10865,asking one Subway employee to help the other,1
6834,10874,thanking the correct person,1
6835,10866,trying to help my friend who thought she was pregnant,1
6836,10871,not accommodating my friend's finances,0
6837,10872,hating my friend and refusing to help her because she's been lying to me and having sex with her husband,-1
6838,10869,not wanting to drive my boyfriend to work Everyday,0
6839,10870,being annoyed that BF wants newly dumped friend to join us on our Valentines weekend away,0
6840,10867,wanting to report a professor to the Dean without knowing 100% if my concern is valid,-1
6841,12238,Should I turn myself in?,1
6842,12233,HELP I can't start this important conversation with my mother,0
6843,12235,Crush on girlfriend's mom,0
6844,12231,"While staying at hotels, I put beer in the to-go coffee cups when I go out to smoke so people don’t know I’m drinking.",-1
6845,12232,I was kind of molested and I’m wondering if it’s why I am the way I am,0
6846,12237,I’ve only remained contact with my father because I get everything when he dies,-1
6847,12230,i can understand now why people cut,0
6848,12234,"I drink red wine outside when it’s warm out because every time I drink white, I find bugs in my glass. And ignorance is bliss.",0
6849,11485,I love my mother,1
6850,11489,I am obsessed with my mom,0
6851,11486,I hate cringe culture,-1
6852,11487,Sometimes when I’m laying on my boyfriends chest I say “I love you” so that I can listen to his heart beat faster.,1
6853,11484,I wish humans hibernated.,0
6854,11488,My life feels like a bad dream,-1
6855,11483,Friend hurt a girl. I recorded it.,-1
6856,11482,I’m starting to believe my girlfriend might just be the dumbest person I’ve ever met.,-1
6857,14506,Sometimes I wish I was Italian.,0
6858,14511,I Have Sucessfully Gaslit My Wife,0
6859,14507,"I needed someone, somewhere to know so why not the internet?",-1
6860,14512,I love resorting to calling straight people homophobic names and slurs,-1
6861,14508,I use a carptner knife to remove old skin from my face,-1
6862,14514,I'm giving up on her.,-1
6863,14513,"I am in an arranged marriage, and I want to get closer to my husband.",0
6864,14509,I spent 200$ in the Itunes store when i was 10 without my parents permission,-1
6865,14151,only child of my parents with disrupted family.,-1
6866,14141,I'm not sure I love my girlfriend anymore,0
6867,14149,I don’t love my girlfriend I love the idea of having a girlfriend,-1
6868,14145,I discovered a trick to make my college papers longer,-1
6869,14134,I love to compliment and check out other women.,-1
6870,14142,I'm in love with a friend and I'll probably never tell them,-1
6871,14140,"Someone intentionally startling me can be an instant friendship breaker, but watching people getting startled is the only thing in life making me laugh.",-1
6872,14144,I felt like turning a dealer in to the police,-1
6873,9846,not wanting to give up my dog,1
6874,9843,expressing concern for a young child's constant preventable pitfalls,1
6875,9845,doing what my girl says,0
6876,9844,throwing away my girlfriend's cigarettes after she lied to me about quitting,-1
6877,9848,telling my gay housemate my friend who he said was cute was also gay,0
6878,9841,not helping out around the house,-1
6879,9842,telling my girlfreind's mother to butt out of our relationship,-1
6880,9838,"owning up to my mistake of asking for a girl's number through her friend out of concern for her well-being, and brain farting when she asks why I did it, and losing a bunch of friends as a result",-1
6881,11952,I purposely look for statuses on facebook where a girl is complaining about her life,-1
6882,11953,Watching out for my mom,1
6883,11948,I dont want to hurt any more,1
6884,13136,"I secretly tell Alexa to do things from the other room when my parents try to use it, and it makes me feel proud of myself.",-1
6885,13134,Doing drugs so someone talks to me,-1
6886,13133,My SO loves playing with my big bushy beard. We got into a big fight a few weeks ago so to spite her I trimmed my beard down to a 5 o'clock shadow.,-1
6887,13130,I'm in love with one of my best friends,0
6888,13129,Today I broke down about my how awful my OCD is getting. I've formally decided to begin therapy.,0
6889,13140,I told a breastfeeding mom she was leaking,-1
6890,13132,I do for others to cover my own flaws,-1
6891,13137,"I love being friends with talented, beautiful people who I look up to, but the thin line between admiration and envy leaves me feeling perpetually inadequate+worse for hanging out with people who also make me happier than anyone else would.",-1
6892,11692,My boyfriend is depressed and suicidal and I often think of leaving him because of it,-1
6893,11697,I plan on marrying my gf because she’s from a wealthy family,-1
6894,11695,i love being skinny. fat people are disgusting and jealous of me c:,-1
6895,12049,I am trapped in a boring assed vanilla marriage,-1
6896,12050,"I've been dating someone underage, and I'm extremely insecure about who I am as a person",-1
6897,12048,I buy Wodka and give it for free to white homeless people because I hope they drink themselves to death,-1
6898,12052,"I tried to put my pet rat out of its misery by bashing its head in, as I had seen done at pet stores. It lived through it and suffered.",-1
6899,12042,I regret adopting a cat but my boyfriend adores her.,-1
6900,12038,Helped my 17yo daughter get even with this new girl,-1
6901,12053,My soul has been completely broken by circumcision,0
6902,12051,I'm a shadow and people get addicted to me,-1
6903,14308,I have really bad entomophobia,0
6904,14309,My Hot Cop crush just moved in down the street.,0
6905,14303,Anyone Think That The Penultimate Episode of Game of Thrones is Kind of Analogous to Our Political Situation?,0
6906,14305,I have had zero urge to masutrbate since my girlfriend and I started going out,0
6907,14304,"every day that i've felt sad since my beloved lovebird pudge passed away, i've tried to do something good or wholesome in his place.",1
6908,10410,refusing to do my workaholic boyfriend a favor due to the way he asked me,-1
6909,10416,"telling a girl that my straight friend was gay, so that she'd get with me instead",-1
6910,10419,refusing to answer the phone to my mum after 7pm when I leave home,-1
6911,10414,confronting my friend​,-1
